"Trans Stat Date","Trans Stat Itype","Trans Stat Station Library","Trans Stat User Profile Name","Trans Stat Id"
"2022-02-25","EQ-ECFHOT","KC-NE","KC-PUBLIC","20220225115646007580JZ2018297834"
"2022-02-27","EQ-ECFHOT","KC-BLUFORD","KC-PUBLIC","20220227155821006664FZ-1271751475"
"2022-02-27","EQ-ECFHOT","KC-NE","KC-PUBLIC","20220227153713006205JZ210224773"
"2022-02-28","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220228204247012032JZ-1487371545"
"2022-02-28","EQ-ECFHOT","KC-NE","KC-PUBLIC","20220228123618008249JZ359197516"
"2022-02-28","EQ-ECFHOT","KC-NE","KC-PUBLIC","20220228123716008266JZ627226836"
"2022-02-28","EQ-ECFHOT","KC-NE","KC-PUBLIC","20220228123741008270FZ-2074719941"
"2022-02-28","EQ-ECFHOT","KC-NE","KC-PUBLIC","20220228123741008272FZ194516784"
"2022-03-02","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220302133135009416CV-1958575891"
"2022-03-02","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220302133159009427CV-26992502"
"2022-03-02","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220302133216009435CV-1446641879"
"2022-03-02","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220302133236009443CV-1080764877"
"2022-03-02","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220302133254009451CV-1737639870"
"2022-03-03","EQ-ECFHOT","KC-NE","KC-PUBLIC","20220303160240007825JZ-1771336534"
"2022-03-03","EQ-ECFHOT","KC-NE","KC-PUBLIC","20220303193656007841JZ813652287"
"2022-03-03","EQ-ECFHOT","KC-NE","KC-PUBLIC","20220303193703007845FZ1714906065"
"2022-03-03","EQ-ECFHOT","KC-SE","KC-PUBLIC","20220303155245014691JZ1685490249"
"2022-03-07","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220307101750015329CV1435967933"
"2022-03-07","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220307112755012634CV1806945699"
"2022-03-08","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220308204843001321FZ-518014098"
"2022-03-08","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220308111500007899CV637039615"
"2022-03-09","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220309101616013432CV648710441"
"2022-03-11","EQ-ECFCB","KC-CENTRAL","KC-STAFF","20220311110939013718CV-2052043483"
"2022-03-11","EQ-ECFCB","KC-CENTRAL","KC-STAFF","20220311143403007716CV-1371111771"
"2022-03-11","EQ-ECFCB","KC-CENTRAL","KC-STAFF","20220311152332006973CV-763473522"
"2022-03-11","EQ-ECFCB","KC-CENTRAL","KC-STAFF","20220311165531006994CV941900858"
"2022-03-11","EQ-ECFCB","KC-TRAILS","KC-PUBLIC","20220311130815007822CV461159954"
"2022-03-11","EQ-ECFCB","KC-TRAILS","KC-STAFF","20220311134838013316CV-1016188275"
"2022-03-11","EQ-ECFCB","KC-WALDO","KC-STAFF","20220311120606013273CV-2095573928"
"2022-03-11","EQ-ECFCB","KC-WALDO","KC-STAFF","20220311120810006125CV-427564230"
"2022-03-11","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220311101633010931CV331551842"
"2022-03-12","EQ-ECFCB","KC-CENTRAL","KC-PUBLIC","20220312142121009602CV-526605266"
"2022-03-12","EQ-ECFCB","KC-NE","KC-PUBLIC","20220312164121005397CV884450783"
"2022-03-12","EQ-ECFCB","KC-WALDO","KC-PUBLIC","20220312122509010621CV1686317766"
"2022-03-12","EQ-ECFCB","KC-WALDO","KC-PUBLIC","20220312125401006144CV-643791900"
"2022-03-12","EQ-ECFCB","KC-WSTPORT","KC-STAFF","20220312094315009366CV-1671954740"
"2022-03-12","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220312141917011333CV1862222570"
"2022-03-13","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220313112639005633CV2056251494"
"2022-03-14","EQ-ECFCB","KC-CENTRAL","KC-PUBLIC","20220314140800011183CV1134118512"
"2022-03-14","EQ-ECFCB","KC-CENTRAL","KC-STAFF","20220314092032010514CV-1727846294"
"2022-03-14","EQ-ECFCB","KC-CENTRAL","KC-STAFF","20220314094430011137CV-1789705987"
"2022-03-14","EQ-ECFCB","KC-CENTRAL","KC-STAFF","20220314205349009134CV-1625664929"
"2022-03-14","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220314102456013035CV2137066133"
"2022-03-14","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220314181736003833CV-1116309128"
"2022-03-15","EQ-ECFCB","KC-CENTRAL","KC-PUBLIC","20220315130432002115CV1818862148"
"2022-03-15","EQ-ECFCB","KC-CENTRAL","KC-PUBLIC","20220315140327012411CV2009893658"
"2022-03-15","EQ-ECFCB","KC-NE","KC-PUBLIC","20220315170520017503CV1742460679"
"2022-03-15","EQ-ECFCB","KC-TRAILS","KC-STAFF","20220315170836019441CV-266176616"
"2022-03-15","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220315112619011635CV1289912260"
"2022-03-15","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220315182639003633CV758077692"
"2022-03-16","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220316102202013629CV1555386420"
"2022-03-16","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220316134144008769CV-2113997922"
"2022-03-16","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220316134200008774CV1529369379"
"2022-03-16","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220316134225008779CV1738727115"
"2022-03-16","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220316134244008784CV-1892756619"
"2022-03-16","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220316134256008789CV-904773647"
"2022-03-17","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220317181932005831CV1500565857"
"2022-03-18","EQ-ECFCB","KC-CENTRAL","KC-STAFF","20220318150842011325CV-2059738468"
"2022-03-18","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220318102321012341CV-721236707"
"2022-03-19","EQ-ECFCB","KC-CENTRAL","KC-PUBLIC","20220319101153007819CV1539142431"
"2022-03-19","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220319112908001045CV-777037277"
"2022-03-20","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220320102651005343CV-270867414"
"2022-03-21","EQ-ECFCB","KC-CENTRAL","KC-PUBLIC","20220321143957009643CV930012447"
"2022-03-22","EQ-ECFCB","KC-CENTRAL","KC-PUBLIC","20220322183040008481RV268195846"
"2022-03-22","EQ-ECFCB","KC-CENTRAL","KC-STAFF","20220322144803005126CV-1665737022"
"2022-03-22","EQ-ECFHOT","KC-NE","KC-PUBLIC","20220322152715007220FZ1949319886"
"2022-03-23","EQ-ECFCB","KC-CENTRAL","KC-STAFF","20220323090304010188CV2114688320"
"2022-03-23","EQ-ECFCB","KC-CENTRAL","KC-STAFF","20220323130650007779CV-1424511743"
"2022-03-23","EQ-ECFCB","KC-SE","KC-STAFF","20220323110016009884CV1366572511"
"2022-03-24","EQ-ECFCB","KC-CENTRAL","KC-PUBLIC","20220324144424008007CV-1798356729"
"2022-03-24","EQ-ECFCB","KC-CENTRAL","KC-PUBLIC","20220324153847008086CV485044455"
"2022-03-24","EQ-ECFCB","KC-CENTRAL","KC-PUBLIC","20220324155800006759CV-1658525003"
"2022-03-24","EQ-ECFCB","KC-SE","KC-STAFF","20220324153644005111CV1085165982"
"2022-03-24","EQ-ECFHOT","KC-RUIZ","KC-STAFF","20220324123550013551CV-1495331785"
"2022-03-26","EQ-ECFCB","KC-BLUFORD","KC-PUBLIC","20220326165634007380CV496243240"
"2022-03-26","EQ-ECFCB","KC-BLUFORD","KC-STAFF","20220326082432005110CV-1521668095"
"2022-03-26","EQ-ECFCB","KC-WSTPORT","KC-PUBLIC","20220326132440009085CV1243559547"
"2022-03-27","EQ-ECFCB","KC-CENTRAL","KC-STAFF","20220327163443009474CV-1494844049"
"2022-03-28","EQ-ECFCB","KC-TRAILS","KC-STAFF","20220328151536008906CV-956877549"
"2022-03-29","EQ-ECFCB","KC-CENTRAL","KC-STAFF","20220329092226010812CV-1899960885"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329095817013895JZ376272530"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329095901013816FZ-652424345"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329100109013841JZ-557030932"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329100214013870JZ-1692603002"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329100446013832JZ-423871730"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329100610013853JZ801962391"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329100826013879JZ809377026"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329101633013893JZ1655835682"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329101934013834JZ-296947126"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329102028013845JZ45536546"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329103605013855JZ-1003310905"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329103652013860JZ1845374375"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329103733013871JZ765023585"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329103803013876JZ-2119864499"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329103824013881JZ1528265305"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329103906013886JZ-1314502"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329103931013891JZ1276174931"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329104115013800JZ513250819"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329104200013805JZ928994835"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329104411013830JZ-1995102903"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329104604013852JZ1167349364"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329105759013899JZ1690981331"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329105926013808JZ572319051"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329110308013825JZ-1993556975"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329110329013830JZ-10084345"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329110421013845JZ-897685224"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329110452013850JZ-1465540666"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329110540013855JZ461545534"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329110706013864JZ-449332317"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329110751013869JZ-1121702595"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329111210013876JZ1726997707"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329111237013881JZ-549900628"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329111411013895JZ914755888"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329111441013800JZ1618408761"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329111505013805JZ-1798972077"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329111535013810JZ-1715405369"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329111603013815JZ1921143220"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329111735013830JZ1983392032"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329111756013835JZ-837007920"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329111848013844JZ2011031920"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329111916013849JZ-1245448668"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329112007013859JZ158043105"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329112151013871JZ1934462143"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329112233013877JZ-1320660296"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329112410013821JZ2063730300"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329112433013826JZ189051846"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329112501013831JZ-1241031713"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329112531013836JZ868302571"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329112655013842JZ747865558"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329112722013847JZ715545610"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329113457013827JZ1792286741"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329113546013837JZ1930473571"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329113613013842JZ-1919582977"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329113634013848JZ-653541707"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329113704013854JZ-643649453"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329113729013859JZ-276296189"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329113750013864JZ-764563543"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329113851013878JZ1190520249"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329113918013883JZ1864040092"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329113936013889JZ600772202"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114007013895JZ1815850128"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114035013801JZ-190953880"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114055013806JZ657091040"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114120013811JZ-1599710267"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114145013816JZ1198547694"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114204013821JZ1459776289"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114254013830JZ-1876850034"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114406013862JZ-1751326512"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114427013867JZ-2114490051"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114444013872JZ-1101758383"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114506013877JZ-795576352"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114530013882JZ-2091061862"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114628013890JZ-1246586527"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114649013895JZ-2018278148"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114707013801JZ-1396025357"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114729013807JZ-1010456276"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114756013813JZ-1394317048"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114821013819JZ-435033502"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114848013825JZ-130052571"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329114908013830JZ378373862"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329115012013855JZ770429378"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329115037013860JZ-1670630295"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329115102013867JZ109171853"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220329115127013872JZ624492245"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220329094950013833JZ-1038818534"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220329095520013865CV215967680"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220329100657013858JZ-841591739"
"2022-03-29","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220329113520013832JZ-1934285470"
"2022-03-29","EQ-ECFHOT","KC-PLAZA","KC-PUBLIC","20220329091537011247JZ1384895128"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330090204010119JZ771516212"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330090248010141JZ-540107987"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330090308010146JZ841801097"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330090339010156JZ467850174"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330090426010164JZ1454390230"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330090703010169JZ567214816"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330090846010191JZ990512650"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330090903010196JZ1956563218"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330090922010102JZ-363054301"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330090942010107JZ-1044118118"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091005010113JZ-363878616"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091026010119JZ1055864101"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091049010124JZ1875272600"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091113010129JZ-867045339"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091137010138JZ-2005810967"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091204010144JZ1858825053"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091218010149JZ-1899939120"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091240010155JZ-747446769"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091301010163JZ-808896311"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091325010168JZ-139468343"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091436010179JZ-1371541349"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091453010185JZ-981953888"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091518010191JZ-1288619099"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091538010197JZ-1703650582"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091554010102JZ-764052649"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091614010110JZ586910197"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091636010115JZ334979463"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091711010127JZ1487115148"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091756010134JZ855880231"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091850010159JZ30076278"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330091926010164JZ-1450876822"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092013010178JZ1108549729"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092032010183JZ-1247572725"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092054010188JZ-1229130122"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092126010199JZ1366953460"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092148010107JZ-1035983961"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092217010112JZ-1540372937"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092242010118JZ-1228117059"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092302010123JZ690196659"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092318010128JZ714396856"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092336010133JZ-1777880726"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092409010139JZ178750720"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092426010144JZ201499443"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092445010150JZ1834510598"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092510010156JZ-1215166654"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092529010161JZ775367199"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092546010166JZ197085888"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092609010171JZ-302173701"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092650010181JZ1079336738"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092705010186JZ1735386155"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092723010191JZ1844336405"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092742010196JZ1898757346"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092801010101JZ1521607220"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092822010107JZ-1892004055"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092906010120JZ1885322136"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330092930010125JZ-1891969379"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093015010134JZ-2145853810"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093035010140JZ1575482172"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093113010150JZ1851965091"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093136010157JZ-52593293"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093150010162JZ449473262"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093210010167JZ1965855640"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093227010172JZ-1607473713"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093244010177JZ-1938379591"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093301010182JZ43811857"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093320010188JZ1115226917"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093339010194JZ685346711"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093359010100JZ-1184574705"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093418010105JZ-769454659"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093433010110JZ-833162481"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093453010116JZ-357075428"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093511010121JZ331682576"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093543010127JZ1713740493"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093602010132JZ-2107735301"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093621010138JZ-883678907"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093640010143JZ1342547854"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093700010148JZ-1210506714"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220330093719010154JZ-1542417305"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220330092631010176JZ-590165492"
"2022-03-30","EQ-ECFHOT","KC-CENTRAL","KC-STAFF","20220330092845010112JZ1794188829"
"2022-03-30","EQ-ECFHOT","KC-NE","KC-PUBLIC","20220330184853005549JZ-771007000"
"2022-03-31","EQ-ECFCB","KC-CENTRAL","KC-STAFF","20220331162307007207CV-1030105633"
"2022-03-31","EQ-ECFCB","KC-TRAILS","KC-PUBLIC","20220331163231011385CV2101485211"
"2022-03-31","EQ-ECFHOT","KC-BLUFORD","KC-PUBLIC","20220331100619009958JZ1194560524"
"2022-03-31","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220331104708011400FZ1352276049"
"2022-03-31","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220331105423011475JZ-727962049"
"2022-03-31","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220331105610011426JZ2042467777"
"2022-03-31","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220331105758011475JZ570303588"
"2022-03-31","EQ-ECFHOT","KC-CENTRAL","KC-PUBLIC","20220331105929011412JZ-1425255348"
